,Planet Name,Full Phase Curve Noise Estimate 1.1-1.1566667um,Full Phase Curve Noise Estimate 1.1566667-1.2133333um,Full Phase Curve Noise Estimate 1.2133333-1.27um,Full Phase Curve Noise Estimate 1.27-1.3266667um,Full Phase Curve Noise Estimate 1.3266667-1.3833333um,Full Phase Curve Noise Estimate 1.3833333-1.44um,Full Phase Curve Noise Estimate 1.44-1.4966667um,Full Phase Curve Noise Estimate 1.4966667-1.5533333um,Full Phase Curve Noise Estimate 1.5533333-1.61um,Full Phase Curve Noise Estimate 1.61-1.6666667um,Full Phase Curve Noise Estimate 1.6666667-1.7233333um,Full Phase Curve Noise Estimate 1.7233333-1.78um,Full Phase Curve Noise Estimate 1.78-1.8366667um,Full Phase Curve Noise Estimate 1.8366667-1.8933333um,Full Phase Curve Noise Estimate 1.8933333-1.95um
72,HAT-P-2b,4.5985663872878155e-06,4.794595228997312e-06,4.9977313168099e-06,5.207441110110401e-06,5.423276851947768e-06,5.644852066960321e-06,5.871867995364648e-06,6.104058090978549e-06,6.34117689082012e-06,6.583041416841335e-06,6.829477150872473e-06,7.080311813561952e-06,7.3354262488322e-06,7.594697432329046e-06,7.857994264846027e-06
73,TOI-163b,1.6011325035620966e-05,1.6714040935784086e-05,1.7441053714292055e-05,1.8190634964881252e-05,1.896132620174678e-05,1.975186064875147e-05,2.0561261097007074e-05,2.1388649804030143e-05,2.2233212376011348e-05,2.3094345086574038e-05,2.3971467270027357e-05,2.4864000719738096e-05,2.5771549328040126e-05,2.6693699850403964e-05,2.7630007682675386e-05
74,TOI-1478b,7.522345926617657e-06,7.805125877586816e-06,8.100576319082567e-06,8.40754784916777e-06,8.725093475805488e-06,9.052412962072298e-06,9.388883603286632e-06,9.733962431006005e-06,1.0087162271740955e-05,1.0448112989288313e-05,1.081647173110689e-05,1.119191044474439e-05,1.157419429283068e-05,1.1963089702095355e-05,1.2358356538760529e-05
75,WASP-136b,7.570639604116597e-06,7.891907335905857e-06,8.224909951442783e-06,8.56875946057898e-06,8.922711243178031e-06,9.286123179998159e-06,9.658498738212267e-06,1.003939536190097e-05,1.0428405951133226e-05,1.0825226788844005e-05,1.1229568559364638e-05,1.1641146027516326e-05,1.2059761630177589e-05,1.248521170667414e-05,1.2917279541614893e-05
76,HATS-4b,4.7051823258639856e-05,4.874197900937001e-05,5.051399383433119e-05,5.2360027463367016e-05,5.4273653212011235e-05,5.624947228003596e-05,5.828327680525046e-05,6.0371421069139966e-05,6.251065803506872e-05,6.469850772027016e-05,6.693269191862137e-05,6.921105060391139e-05,7.153202197988089e-05,7.38940694670345e-05,7.629563047114904e-05
77,L98-59b,8.380252794821408e-06,8.433120404032378e-06,8.515017820878607e-06,8.621233836027577e-06,8.74810879679888e-06,8.892746815380742e-06,9.052884944076823e-06,9.226681095282283e-06,9.412609593101884e-06,9.609458638252204e-06,9.816200432105885e-06,1.0031946890268098e-05,1.025599497482595e-05,1.04877234539592e-05,1.0726571409334342e-05
78,TOI-2076b,3.1361937402763194e-06,3.2424983572533308e-06,3.3544889981513656e-06,3.4715869943961497e-06,3.5933206884568185e-06,3.71929643935101e-06,3.8492069419182794e-06,3.982787815469876e-06,4.119805516424432e-06,4.260080646866905e-06,4.403449917120447e-06,4.549760095115812e-06,4.698899141321124e-06,4.850758164474415e-06,5.005227806939164e-06
79,HAT-P-69b,9.303494446706664e-06,9.754706679790456e-06,1.0219299422712908e-05,1.0696508402865912e-05,1.1185673087562856e-05,1.168620415364583e-05,1.2197651212943245e-05,1.2719597955524669e-05,1.325164598548e-05,1.379350661302381e-05,1.4344892453079684e-05,1.4905507380609216e-05,1.5475155976599983e-05,1.6053625815713135e-05,1.6640679948931713e-05
80,EPIC211945201b,4.544207353243253e-06,4.72986338962616e-06,4.922742694889169e-06,5.122262986743508e-06,5.32793904703639e-06,5.539355450737786e-06,5.756190210421438e-06,5.978158564078913e-06,6.20500084498498e-06,6.436522075987502e-06,6.672538339298931e-06,6.912870173950893e-06,7.157391854147228e-06,7.405975368142537e-06,7.658486077165423e-06
81,K2-34b,1.8929372526971826e-05,1.9716683211479374e-05,2.0533724792588653e-05,2.1378169029473247e-05,2.2248070247878367e-05,2.314175716793182e-05,2.4057935777042785e-05,2.4995457602820386e-05,2.5953271188875772e-05,2.6930589342507543e-05,2.7926666181123032e-05,2.8940770435381827e-05,2.997239247307764e-05,3.1021010437651665e-05,3.208607249275677e-05
82,WASP-61b,2.4897543988871763e-05,2.5952489479189858e-05,2.7046065557183188e-05,2.817534121217215e-05,2.9337859315035087e-05,3.05315016217024e-05,3.175462998786407e-05,3.300578483017281e-05,3.4283623997816434e-05,3.558714590532784e-05,3.691539685475329e-05,3.8267437005377534e-05,3.964261508234978e-05,4.1040260058035856e-05,4.245965823657778e-05
83,KELT-21b,1.6843213643073306e-05,1.767486327927584e-05,1.8530554498027983e-05,1.9408975308508104e-05,2.0308985737597934e-05,2.1229562718573117e-05,2.2169925982068577e-05,2.3129349816083864e-05,2.4107135220347582e-05,2.5102778053384624e-05,2.6115772849229895e-05,2.714559519348685e-05,2.819190155264839e-05,2.9254315419286093e-05,3.033241391067296e-05
84,HAT-P-16b,1.545745928674861e-05,1.6103065376091047e-05,1.6772881980235795e-05,1.7465026383232658e-05,1.8177924136970703e-05,1.8910221757161442e-05,1.966087155997603e-05,2.0428942896275443e-05,2.1213582907579405e-05,2.201415354055716e-05,2.283004956856817e-05,2.3660676944294982e-05,2.450562218940838e-05,2.536446132745903e-05,2.6236745446976358e-05
85,WASP-174b,2.0592553380590482e-05,2.1484411112916072e-05,2.240777608224358e-05,2.3360350107410602e-05,2.4340198882955e-05,2.534564726864223e-05,2.6375401758896033e-05,2.742830416688105e-05,2.850328364118433e-05,2.959954428360108e-05,3.0716323584083535e-05,3.185286530958972e-05,3.3008649090274076e-05,3.418313465914376e-05,3.5375743314497585e-05
86,WASP-130b,8.692591668244938e-06,9.021367452991383e-06,9.364721585149509e-06,9.721341878763281e-06,1.0090146424649842e-05,1.0470220196084732e-05,1.0860851337949457e-05,1.1261418573278719e-05,1.1671363873515604e-05,1.2090263593660768e-05,1.2517724847048042e-05,1.295337121491075e-05,1.3396933623093718e-05,1.3848144028181642e-05,1.4306726431562266e-05
87,KOI-12b,7.5767938056937576e-06,7.92315448770299e-06,8.280741663565385e-06,8.64882005872123e-06,9.02676380770305e-06,9.41402393108062e-06,9.810178369861688e-06,1.0214843995473078e-05,1.0627661189935066e-05,1.1048365635641101e-05,1.147669980131537e-05,1.1912403862912167e-05,1.2355302372157184e-05,1.2805209384929332e-05,1.3261921994970806e-05
88,WASP-37b,3.186547469137855e-05,3.31148283297817e-05,3.441628940772916e-05,3.5765390143221034e-05,3.7158429711634364e-05,3.859226135979028e-05,4.00644408863053e-05,4.1572822719045743e-05,4.311546688163772e-05,4.469090763764232e-05,4.6297775491930465e-05,4.793474768269787e-05,4.960088704634694e-05,5.129525094040138e-05,5.3016859489409774e-05
89,HD191939c,1.8947847063399768e-06,1.9619032708650934e-06,2.0323512991207215e-06,2.10580494026398e-06,2.1819991162202444e-06,2.260711516435882e-06,2.341768795652214e-06,2.4250210367004528e-06,2.510334995882064e-06,2.597608755858119e-06,2.6867489112798475e-06,2.77766713323444e-06,2.8702993739439822e-06,2.9645828150599208e-06,3.0604537757674033e-06
90,WASP-83b,1.9170592918077897e-05,1.987720074163325e-05,2.0616554089572256e-05,2.1385609339614416e-05,2.2181864596920798e-05,2.300321127755518e-05,2.3848007371555853e-05,2.471482522283078e-05,2.560238811096743e-05,2.650972373160275e-05,2.7435934793953583e-05,2.838016623965386e-05,2.934180322856767e-05,3.0320237197500222e-05,3.1314845518469616e-05
91,WASP-46b,5.4348461214766725e-05,5.6392877143244056e-05,5.8528793710738985e-05,6.0747917393857474e-05,6.304341461923642e-05,6.540951028261537e-05,6.784171060096956e-05,7.033609682457013e-05,7.288915248996641e-05,7.549820613852713e-05,7.816078291433571e-05,8.087451446259092e-05,8.36377056499675e-05,8.644867018586162e-05,8.930567412794646e-05
92,XO-4b,1.2696055305709612e-05,1.3245762141175644e-05,1.3814897785144196e-05,1.4402044329778714e-05,1.5006008431326689e-05,1.5625756697641735e-05,1.6260491150195936e-05,1.6909497337170148e-05,1.7572114729697477e-05,1.8247852370621523e-05,1.8936239937070703e-05,1.9636811017296536e-05,2.0349244639824543e-05,2.1073207594140638e-05,2.1808342998351095e-05
93,WASP-170b,3.405167012429572e-05,3.533258544806667e-05,3.6670829894067536e-05,3.8061207209884376e-05,3.949943586517153e-05,4.098189750642247e-05,4.250577658350482e-05,4.406861782960722e-05,4.5668218027734224e-05,4.7302903393089904e-05,4.897112332101328e-05,5.067139393441518e-05,5.2402653158684484e-05,5.4163844459558964e-05,5.595388144690337e-05
94,HD191939b,3.3611596470535494e-06,3.4802213060880204e-06,3.6051891026904588e-06,3.735488557670107e-06,3.870649448882591e-06,4.010277419512864e-06,4.154064972309906e-06,4.3017461691244155e-06,4.453084648885267e-06,4.6078996203681115e-06,4.766025391772685e-06,4.9273052763913024e-06,5.091625659835014e-06,5.258875108600292e-06,5.428940659254167e-06
95,HD86226c,3.3173681011655687e-06,3.449011147052799e-06,3.586033568979989e-06,3.7279820724019365e-06,3.874480548981284e-06,4.025208582720255e-06,4.179917440454598e-06,4.338388322927596e-06,4.500422925347465e-06,4.665871679572571e-06,4.834594463796004e-06,5.006455547442937e-06,5.181359071387629e-06,5.359208283573813e-06,5.539902273858126e-06
96,TOI-481b,5.403772296962052e-06,5.612919248961871e-06,5.830982861780903e-06,6.057184727280061e-06,6.290881171449695e-06,6.5315259747650305e-06,6.778694615640908e-06,7.032015240616892e-06,7.2911524550693955e-06,7.55585240034717e-06,7.825878541640885e-06,8.101003098282026e-06,8.381064157649222e-06,8.665899441524037e-06,8.955340849567661e-06
97,WASP-169b,1.87560692245802e-05,1.953337604655491e-05,2.0340212060597894e-05,2.1174251058661434e-05,2.2033550205769858e-05,2.2916441785062318e-05,2.3821634261209954e-05,2.4747982194966715e-05,2.5694437766508395e-05,2.666021603167187e-05,2.764457392265265e-05,2.864678363597563e-05,2.96663374113918e-05,3.0702715913236454e-05,3.175537057283422e-05
98,Kepler-138b,1.1149579684155e-05,1.132209910088294e-05,1.1525637749978618e-05,1.1755654552549396e-05,1.2008577921377879e-05,1.2281544203350662e-05,1.2572309914251178e-05,1.2879024710441035e-05,1.320013299848919e-05,1.3534405062806843e-05,1.3880781211559806e-05,1.4238328408699532e-05,1.4606319231392082e-05,1.4984097196331391e-05,1.537105468464613e-05
99,TOI-4010d,1.0900108232164481e-05,1.1244064474184934e-05,1.1608796828340149e-05,1.1992051849273001e-05,1.2392003671582062e-05,1.2807138799651088e-05,1.3236273946571247e-05,1.3678398543455606e-05,1.413262752740811e-05,1.4598277068951209e-05,1.5074730700354663e-05,1.5561416202812414e-05,1.605791025854119e-05,1.6563806714394918e-05,1.7078703144441667e-05
100,WASP-33b,8.225389448631108e-06,8.625619411053417e-06,9.037662345332083e-06,9.460849002216113e-06,9.894600427048942e-06,1.0338399540680752e-05,1.0791851311745284e-05,1.1254590195554115e-05,1.1726265971075834e-05,1.2206625071536389e-05,1.2695414752407768e-05,1.3192374261476087e-05,1.3697331751709536e-05,1.4210100144551397e-05,1.473047050265055e-05
101,HATS-1b,2.245813349807717e-05,2.335051068830789e-05,2.4279272430775617e-05,2.5241358669915922e-05,2.6234229939157135e-05,2.72557223405672e-05,2.8304156189683327e-05,2.9378053601814975e-05,3.047607476865532e-05,3.1597209356619974e-05,3.274051056110539e-05,3.3905060956718393e-05,3.509021284338201e-05,3.6295312238441636e-05,3.751967680175342e-05
102,HD106315c,2.6331628815414243e-06,2.7460269099791596e-06,2.862946313956837e-06,2.9836196259485634e-06,3.1077935985538553e-06,3.2352493972593207e-06,3.3658179185056876e-06,3.4993481079723835e-06,3.6357006698611674e-06,3.77477187191066e-06,3.916462626752538e-06,4.060674962901492e-06,4.2073412374401004e-06,4.356391478447376e-06,4.507750989634108e-06
103,XO-6b,8.164148577856178e-06,8.53294789845367e-06,8.913925623653933e-06,9.306263896247786e-06,9.709268414479704e-06,1.0122332005036228e-05,1.054498738090199e-05,1.0976811726674558e-05,1.1417409567606202e-05,1.1866489474123201e-05,1.2323768611979012e-05,1.2788962752901446e-05,1.3261879136100541e-05,1.3742314435931885e-05,1.4230047713520519e-05
104,HAT-P-26b,1.6180693655455714e-05,1.6711604602019986e-05,1.7272531203913857e-05,1.7860324666495215e-05,1.847242572523569e-05,1.910670537219626e-05,1.9761500328115716e-05,2.0435384639034758e-05,2.1127103818528867e-05,2.1835691526824133e-05,2.2560272219527753e-05,2.330002852940925e-05,2.4054359472461133e-05,2.482268452332857e-05,2.5604424378850723e-05
105,TOI-125b,1.0521844513450104e-05,1.089184163557572e-05,1.128042401167096e-05,1.1685769612109792e-05,1.210638816605362e-05,1.254103090101678e-05,1.29887238848523e-05,1.3448625585759377e-05,1.3919988861416784e-05,1.4402241800143032e-05,1.4894860881928104e-05,1.5397351698946904e-05,1.590935523332128e-05,1.6430519915664944e-05,1.696048992454072e-05
106,TOI-431d,2.546894507708002e-06,2.624150146755106e-06,2.7063929339882796e-06,2.7930650724793553e-06,2.8837158995921025e-06,2.9779730781142843e-06,3.0755453272504327e-06,3.1761847570766267e-06,3.279675160340127e-06,3.3858490334126073e-06,3.4945560696111823e-06,3.605657488280739e-06,3.7190500435553583e-06,3.834635291803493e-06,3.952316338026081e-06
107,KELT-18b,1.241428857422233e-05,1.2971640807581806e-05,1.3547577413707183e-05,1.4140834439904977e-05,1.4750340315431965e-05,1.537515935903062e-05,1.601457108454215e-05,1.666792463206643e-05,1.733461230812003e-05,1.801418570844134e-05,1.8706210515477538e-05,1.941025114417703e-05,2.0126011534102402e-05,2.085318014886638e-05,2.1591419193756815e-05
108,TOI-892b,1.0870919691903782e-05,1.1332308163575908e-05,1.1810545467946157e-05,1.2304356976691889e-05,1.2812673827415378e-05,1.3334574264071188e-05,1.3869345525729258e-05,1.4416352313031397e-05,1.4975010202935437e-05,1.554488319829494e-05,1.612555595850452e-05,1.6716618983210662e-05,1.731778865273186e-05,1.7928772578650626e-05,1.8549259615343676e-05
109,DSTucAb,2.761582103923479e-06,2.8613966154157e-06,2.9659944993660954e-06,3.0749208178615126e-06,3.187802412340107e-06,3.304325569347714e-06,3.424245827417955e-06,3.5473512098521063e-06,3.6734527412341335e-06,3.802406185230315e-06,3.934078899208007e-06,4.068344972144707e-06,4.205113482272163e-06,4.344294849751655e-06,4.485797848257857e-06
110,WASP-105b,1.254000134405828e-05,1.2950293546625434e-05,1.3383893939172181e-05,1.3838351190057099e-05,1.4311673384189496e-05,1.4802203929717556e-05,1.5308648544932632e-05,1.5829897945472854e-05,1.6364976568070115e-05,1.6913132756112685e-05,1.74736857369865e-05,1.804600024824002e-05,1.8629608984797422e-05,1.9224060780262263e-05,1.9828905658921884e-05
111,TOI-776b,5.394421686133224e-06,5.463867906278636e-06,5.549293006831215e-06,5.6482799773867505e-06,5.758934899907209e-06,5.8797453233671574e-06,6.009526981256659e-06,6.147307069991092e-06,6.29227154274714e-06,6.443775746628356e-06,6.601266925421575e-06,6.7642612649636896e-06,6.932379635658148e-06,7.105282165843667e-06,7.282656731451852e-06
112,HATS-42b,5.0420916032318875e-05,5.2493198113342606e-05,5.46453055051135e-05,5.6870864194057463e-05,5.916455773412116e-05,6.152182950693875e-05,6.393914897835943e-05,6.641339016198359e-05,6.894169881783341e-05,7.152193383291832e-05,7.415207256687538e-05,7.683013831285705e-05,7.95547486222379e-05,8.232449327881083e-05,8.51378864248914e-05
113,WASP-177b,2.1448528580720754e-05,2.213842500592151e-05,2.286866514955665e-05,2.363494250226798e-05,2.443376249876931e-05,2.5262223474909872e-05,2.611805762236598e-05,2.6999324599776505e-05,2.7904321384251432e-05,2.883173405017974e-05,2.9780375247541014e-05,3.0749139823208255e-05,3.1737212593582154e-05,3.2743808893712443e-05,3.3768148598946305e-05
114,HAT-P-13b,1.449067391860484e-05,1.5042051490613886e-05,1.5617628305147964e-05,1.6215243129772005e-05,1.6833112690275944e-05,1.7469727490472426e-05,1.812391348985215e-05,1.879464508805384e-05,1.9481000114545463e-05,2.0182279010682685e-05,2.089783223257277e-05,2.1627036649501598e-05,2.2369447468640065e-05,2.312462091097663e-05,2.3892099322895995e-05
115,WASP-103b,3.5403528982241724e-05,3.68707556314061e-05,3.839372091080762e-05,3.996803392312928e-05,4.159002741733113e-05,4.325655344905926e-05,4.496517414564966e-05,4.671372740207598e-05,4.8500235377508676e-05,5.0323216429227376e-05,5.2181267959372356e-05,5.407301618268425e-05,5.5997502662484396e-05,5.795374711260322e-05,5.994071406730614e-05
116,HATS-27b,2.926921947776946e-05,3.0543813838984e-05,3.186303826392842e-05,3.322367044008392e-05,3.462299541882934e-05,3.605865921009027e-05,3.7528844844368404e-05,3.903192334507545e-05,4.05663864280735e-05,4.21311142576251e-05,4.372503226526642e-05,4.534707297707471e-05,4.69965031850853e-05,4.8672560143771574e-05,5.037442536621076e-05
117,WASP-141b,3.076866117994086e-05,3.199808909975147e-05,3.327717410766876e-05,3.460177416857161e-05,3.5968449166820964e-05,3.7374265061771765e-05,3.881694500534853e-05,4.029448370145463e-05,4.1805061147296215e-05,4.334730603446709e-05,4.491993164643574e-05,4.652168949249712e-05,4.8151699464940206e-05,4.980907146910807e-05,5.149287535209276e-05
118,K2-238b,2.9856897005346618e-05,3.098738138252363e-05,3.216790048304609e-05,3.339395699095748e-05,3.466184233892474e-05,3.5968419520865636e-05,3.731124817505422e-05,3.868819810574765e-05,4.0097355615910945e-05,4.153726806066807e-05,4.300658797534265e-05,4.4504024073282714e-05,4.602865354466816e-05,4.757955685897066e-05,4.9155786934364866e-05
119,TOI-257b,1.4281348074767136e-06,1.4871747902906197e-06,1.5484669162932764e-06,1.6118330489679602e-06,1.6771244692698835e-06,1.7442135763830146e-06,1.8130015373576982e-06,1.8834007425671114e-06,1.955331093714362e-06,2.028732562722949e-06,2.1035483596762436e-06,2.1797228981191868e-06,2.2572173691410386e-06,2.335992110627658e-06,2.4160052593619397e-06
120,WASP-181b,3.298975171305494e-05,3.429294773832985e-05,3.564980809544369e-05,3.7055780760196136e-05,3.8507091224446815e-05,4.000052625200669e-05,4.153359090508573e-05,4.310409224413813e-05,4.471004453836305e-05,4.634994909223132e-05,4.802240329329023e-05,4.972604997176716e-05,5.1459929475355064e-05,5.322307447957182e-05,5.501447736560789e-05
121,WASP-135b,4.067637075354625e-05,4.223134217558998e-05,4.385401995913868e-05,4.553839415698742e-05,4.727950296231048e-05,4.907314351127443e-05,5.091604758025668e-05,5.280535808901535e-05,5.473850394170297e-05,5.671353588014974e-05,5.872864230786038e-05,6.078208351679579e-05,6.28726190919199e-05,6.499900993429615e-05,6.715997666567229e-05
122,WASP-81b,2.8045404128677273e-05,2.915979232738385e-05,3.0319617047857263e-05,3.1521056935354555e-05,3.276094073941185e-05,3.403656621444837e-05,3.5345835793915605e-05,3.6686903916008274e-05,3.805809744678481e-05,3.9458154695745364e-05,4.0885893306496e-05,4.2340167610991246e-05,4.382016877040155e-05,4.5325080100301924e-05,4.685404950383007e-05
123,WASP-19b,4.493561816574811e-05,4.6631879610363565e-05,4.840360691130325e-05,5.0243990379796836e-05,5.2147416700027586e-05,5.410913970223603e-05,5.612546676149265e-05,5.819317606830792e-05,6.030937479533917e-05,6.247186622093926e-05,6.467861389718544e-05,6.69276675536142e-05,6.921763244218522e-05,7.154711985345812e-05,7.39147005722831e-05
124,HAT-P-4b,1.6987225379232504e-05,1.766094855992497e-05,1.8362228649704657e-05,1.908874164051677e-05,1.9838559405939105e-05,2.061003947817172e-05,2.140190680316092e-05,2.2213039885267566e-05,2.3042422392098885e-05,2.3889287708227493e-05,2.475291772705879e-05,2.5632616941584284e-05,2.65278940790122e-05,2.7438253371367534e-05,2.8363177825943338e-05
125,WASP-32b,2.1743470315976395e-05,2.264310193176989e-05,2.3577003680297334e-05,2.4542468576663046e-05,2.5537236366230628e-05,2.655936745537489e-05,2.76073596099582e-05,2.8679880966832203e-05,2.9775713624648966e-05,3.0893944976854996e-05,3.203371146572204e-05,3.319416764662671e-05,3.437472339784515e-05,3.557477546414344e-05,3.6793686952241136e-05
126,WASP-73b,1.0764861195860363e-05,1.1205494969889667e-05,1.1663218299071783e-05,1.2136657672562459e-05,1.2624668202893516e-05,1.3126269351318943e-05,1.3640701203830902e-05,1.4167291456191477e-05,1.4705426799748167e-05,1.5254646856028692e-05,1.58145171588177e-05,1.638461356199874e-05,1.69646390805498e-05,1.755429115181569e-05,1.815325137169141e-05
