,Planet Name,Full Phase Curve Noise Estimate 1.1-1.1425um,Full Phase Curve Noise Estimate 1.1425-1.185um,Full Phase Curve Noise Estimate 1.185-1.2275um,Full Phase Curve Noise Estimate 1.2275-1.27um,Full Phase Curve Noise Estimate 1.27-1.3125um,Full Phase Curve Noise Estimate 1.3125-1.355um,Full Phase Curve Noise Estimate 1.355-1.3975um,Full Phase Curve Noise Estimate 1.3975-1.44um,Full Phase Curve Noise Estimate 1.44-1.4825um,Full Phase Curve Noise Estimate 1.4825-1.525um,Full Phase Curve Noise Estimate 1.525-1.5675um,Full Phase Curve Noise Estimate 1.5675-1.61um,Full Phase Curve Noise Estimate 1.61-1.6525um,Full Phase Curve Noise Estimate 1.6525-1.695um,Full Phase Curve Noise Estimate 1.695-1.7375um,Full Phase Curve Noise Estimate 1.7375-1.78um,Full Phase Curve Noise Estimate 1.78-1.8225um,Full Phase Curve Noise Estimate 1.8225-1.865um,Full Phase Curve Noise Estimate 1.865-1.9075um,Full Phase Curve Noise Estimate 1.9075-1.95um
53,WASP-70Ab,1.6791133885826788e-05,1.7278196447080906e-05,1.778144428736983e-05,1.8299730941793585e-05,1.883208224572338e-05,1.9377663534206852e-05,1.9935754107170035e-05,2.0505727151495623e-05,2.1087033806741847e-05,2.167919040963193e-05,2.228176820045713e-05,2.2894384953233327e-05,2.35166981216658e-05,2.4148399188851764e-05,2.4789208979952395e-05,2.5438873750571383e-05,2.609716190409288e-05,2.676386122214962e-05,2.743877651618287e-05,2.8121727626485032e-05
54,K2-417b,2.095331375680025e-05,2.1191176687880226e-05,2.1463657190482716e-05,2.176670514265222e-05,2.2096977098691748e-05,2.2451688422874403e-05,2.2828500805914634e-05,2.3225435734017693e-05,2.3640807229507045e-05,2.4073169066153277e-05,2.452127297218792e-05,2.4984035256785596e-05,2.5460509954020773e-05,2.594986705325321e-05,2.6451374731343393e-05,2.6964384757372845e-05,2.7488320430456154e-05,2.8022666553774632e-05,2.8566961055874975e-05,2.9120787952614905e-05
55,TOI-1759b,4.644687054719225e-06,4.704605710393043e-06,4.771821957602526e-06,4.845504884574973e-06,4.924967220826634e-06,5.009635486597162e-06,5.099027243148139e-06,5.192733561416867e-06,5.290405372673397e-06,5.3917427398976835e-06,5.496486349848636e-06,5.604410710188113e-06,5.715318667774913e-06,5.829036959467173e-06,5.945412576340196e-06,6.064309773563358e-06,6.185607596426222e-06,6.309197821749462e-06,6.4349832357066886e-06,6.562876185729901e-06
56,WASP-150b,2.2238865234923886e-05,2.2938951053699606e-05,2.3659262848568718e-05,2.4398530111914827e-05,2.5155666449467155e-05,2.5929735184203038e-05,2.671992247548012e-05,2.752551610391446e-05,2.8345888574111643e-05,2.9180483541278058e-05,3.0028804820656677e-05,3.0890407421611806e-05,3.176489018190437e-05,3.265188967646869e-05,3.355107514868555e-05,3.4462144267599043e-05,3.538481955663668e-05,3.631884537161214e-05,3.7263985330650526e-05,3.822002011797931e-05
57,Qatar-4b,5.729857305359291e-05,5.875264059676574e-05,6.0267609694976164e-05,6.183847725323392e-05,6.346102486188885e-05,6.513166582472828e-05,6.684732669712338e-05,6.860535460600638e-05,7.0403444049414e-05,7.223957856880496e-05,7.411198388806916e-05,7.601908997397298e-05,7.795950009708591e-05,7.993196542984077e-05,8.193536405723228e-05,8.396868352890743e-05,8.603100627240765e-05,8.812149733254517e-05,9.023939401323307e-05,9.238399708404249e-05
58,TOI-1201b,1.8376027676056517e-05,1.8470612591636795e-05,1.8602240456086146e-05,1.876616537701772e-05,1.8958498121014665e-05,1.9176022138440618e-05,1.941605461920089e-05,1.9676340330924967e-05,1.9954969628899286e-05,2.0250314500448973e-05,2.0560978213079047e-05,2.0885755329467356e-05,2.1223599698181376e-05,2.15735986353791e-05,2.193495195238868e-05,2.230695480612955e-05,2.268898358761645e-05,2.3080484241695413e-05,2.348096254516636e-05,2.3889975972203703e-05
59,HAT-P-35b,3.0247997691481385e-05,3.118138678740944e-05,3.214267006079649e-05,3.313003869750824e-05,3.414194860480153e-05,3.5177070708539845e-05,3.623425214897763e-05,3.7312485684963335e-05,3.841088534793718e-05,3.9528666902737046e-05,4.0665132040355074e-05,4.1819655493733105e-05,4.299167446196838e-05,4.418067987168968e-05,4.5386209111249376e-05,4.660783995375657e-05,4.7845185445973844e-05,4.909788958673675e-05,5.036562365451581e-05,5.1648083071644775e-05
60,TOI-561b,2.3161442172572615e-05,2.376781151011942e-05,2.4398246824654315e-05,2.5050829782324828e-05,2.572394035421732e-05,2.6416198949812607e-05,2.7126421554386726e-05,2.7853584592519367e-05,2.859679714814538e-05,2.9355278807135076e-05,3.012834183899292e-05,3.091537675766591e-05,3.1715840536236584e-05,3.2529246922537294e-05,3.3355158430399776e-05,3.419317967676005e-05,3.504295180693401e-05,3.5904147805235994e-05,3.6776468530204415e-05,3.765963934621611e-05
61,WASP-53b,2.98519322522857e-05,3.0548111317797055e-05,3.1277988422272075e-05,3.2038591608035205e-05,3.282742452530592e-05,3.364237259128908e-05,3.448163052383477e-05,3.534364579796466e-05,3.622707410044029e-05,3.713074392142075e-05,3.805362817351146e-05,3.899482126563928e-05,3.9953520447729335e-05,4.092901052625999e-05,4.192065126065228e-05,4.292786690696169e-05,4.395013749313251e-05,4.4986991499452114e-05,4.6037999686230125e-05,4.710276986342657e-05
62,KELT-20b,5.267216765429616e-06,5.478048274406068e-06,5.693123229224479e-06,5.912287038676022e-06,6.135403123822482e-06,6.362349880440992e-06,6.593018263282322e-06,6.8273098466112674e-06,7.065135253316535e-06,7.306412871978753e-06,7.551067800940333e-06,7.799030972833594e-06,8.050238423706021e-06,8.304630678872747e-06,8.56215223366446e-06,8.822751111835758e-06,9.08637848793263e-06,9.352988362649723e-06,9.622537282341273e-06,9.894984095521707e-06
63,KELT-6b,9.104324067416473e-06,9.3855488684755e-06,9.675163565633651e-06,9.972624965763382e-06,1.0277469334049836e-05,1.0589297478962661e-05,1.0907763107136467e-05,1.1232563641151627e-05,1.1563432912625838e-05,1.1900135297698588e-05,1.2242460972420404e-05,1.2590222045339872e-05,1.294324938286702e-05,1.3301389986010314e-05,1.366450480915312e-05,1.4032466935652423e-05,1.4405160043344807e-05,1.4782477107038481e-05,1.5164319295860804e-05,1.555059503170418e-05
64,piMenc,1.1401398580783428e-06,1.174967365396726e-06,1.2108538159267131e-06,1.247729469350397e-06,1.2855348404472893e-06,1.324218768970768e-06,1.3637369134965332e-06,1.4040505644374255e-06,1.4451256999559776e-06,1.486932228611083e-06,1.529443376921887e-06,1.5726351903917756e-06,1.6164861241002632e-06,1.6609767045515263e-06,1.7060892486268677e-06,1.7518076286145263e-06,1.7981170746616974e-06,1.845004007806174e-06,1.8924558981421215e-06,1.940461143758309e-06
65,HATS-24b,5.2218820576791155e-05,5.3895273388098114e-05,5.561858952423985e-05,5.738592075018221e-05,5.919482728903821e-05,6.1043201910097e-05,6.292921054186447e-05,6.485124535575566e-05,6.680788736267124e-05,6.879787633923872e-05,7.082008645454279e-05,7.28735063691595e-05,7.495722287176224e-05,7.70704073355038e-05,7.92123044383504e-05,8.138222271353063e-05,8.357952658897194e-05,8.580362964557733e-05,8.805398887900274e-05,9.033009979217748e-05
66,HD191939d,1.8812268124899803e-06,1.930768665238764e-06,1.982256812541022e-06,2.035537036267015e-06,2.090479058761477e-06,2.1469719032709097e-06,2.2049202962002214e-06,2.2642418487627744e-06,2.3248648282644584e-06,2.386726380128589e-06,2.4497710978405264e-06,2.5139498638854856e-06,2.5792189035557996e-06,2.6455390073021494e-06,2.712874887532171e-06,2.7811946434126286e-06,2.850469313009211e-06,2.9206724964950717e-06,2.99178003753354e-06,3.0637697525477074e-06
67,WASP-147b,2.5491917761978065e-05,2.6222048622365724e-05,2.6976979563295066e-05,2.7754924900872336e-05,2.8554368611346065e-05,2.9374012863970167e-05,3.021273797658984e-05,3.10695709454185e-05,3.1943660482190115e-05,3.28342570409437e-05,3.3740696707386965e-05,3.466238810513911e-05,3.559880167807242e-05,3.654946085877979e-05,3.751393474530283e-05,3.8491831992343626e-05,3.948279568683314e-05,4.048649902628099e-05,4.150264165567818e-05,4.253094654764316e-05
68,WASP-97b,1.7082446297089915e-05,1.7565214781261677e-05,1.806476534860732e-05,1.8579869300838154e-05,1.910948439354046e-05,1.96527191559779e-05,2.02088051455695e-05,2.0777075154975004e-05,2.1356945934485272e-05,2.1947904374827795e-05,2.254949636744826e-05,2.3161317755068745e-05,2.3783006927814773e-05,2.441423872501823e-05,2.5054719380683974e-05,2.57041823089995e-05,2.636238457044612e-05,2.7029103892757293e-05,2.770413614687169e-05,2.8387293198078335e-05
69,WASP-15b,1.6037489248866954e-05,1.6548818702023996e-05,1.70746080138409e-05,1.7613967913305118e-05,1.816613713845059e-05,1.873045860138685e-05,1.930636074871953e-05,1.9893342841299676e-05,2.0490963222711714e-05,2.109882988983597e-05,2.1716592853244168e-05,2.2343937901383944e-05,2.2980581474832897e-05,2.362626642513458e-05,2.4280758483657427e-05,2.4943843304263963e-05,2.5615323972713065e-05,2.6295018898018883e-05,2.6982760018205607e-05,2.7678391266269362e-05
70,HATS-58Ab,1.908648209048173e-05,1.976490737963616e-05,2.0459431504405786e-05,2.116925488182795e-05,2.1893684858541712e-05,2.2632116490793007e-05,2.3384017415121074e-05,2.414891582414666e-05,2.4926390824264805e-05,2.5716064638468876e-05,2.6517596251634045e-05,2.733067619316157e-05,2.815502222365717e-05,2.8990375745629542e-05,2.983649879818883e-05,3.069317152597647e-05,3.156019003565198e-05,3.243736457101257e-05,3.3324517951586644e-05,3.422148423027452e-05
71,WASP-139b,2.204955249986318e-05,2.2624311049933554e-05,2.322205301737978e-05,2.3840938384702295e-05,2.4479413615034913e-05,2.5136156039953705e-05,2.5810030751543586e-05,2.650005684532303e-05,2.720538073479913e-05,2.792525487000852e-05,2.8659020625940773e-05,2.9406094437848596e-05,3.0165956486274773e-05,3.093814140029163e-05,3.17222305702219e-05,3.251784575293512e-05,3.332464372212229e-05,3.4142311768682776e-05,3.497056389681208e-05,3.580913759263063e-05
72,HAT-P-2b,5.282629160380782e-06,5.450800925627862e-06,5.623740578143852e-06,5.801154140601801e-06,5.982789987786651e-06,6.1684309575292826e-06,6.3578881817422e-06,6.550996214974593e-06,6.747609152335676e-06,6.947597509424561e-06,7.15084569467008e-06,7.3572499462749555e-06,7.566716636530411e-06,7.779160868859623e-06,7.994505309810376e-06,8.212679210912721e-06,8.433617584962615e-06,8.657260508675016e-06,8.883552529348378e-06,9.112442157608795e-06
73,TOI-163b,1.839026549144908e-05,1.8993393103197457e-05,1.9612794144712265e-05,2.024751629544779e-05,2.0896742138627202e-05,2.1559764240121814e-05,2.2235965629528943e-05,2.2924804362616616e-05,2.3625801200462693e-05,2.433852969246953e-05,2.5062608130786815e-05,2.5797692974340014e-05,2.6543473436380218e-05,2.729966700029768e-05,2.8066015681370684e-05,2.8842282892018326e-05,2.9628250798473296e-05,3.042371808004307e-05,3.1228498020096665e-05,3.204241687188479e-05
74,TOI-1478b,8.64668749204079e-06,8.888721852725216e-06,9.13931068320544e-06,9.397820361999333e-06,9.663713743368533e-06,9.936531661621649e-06,1.0215878554277947e-05,1.0501411173978103e-05,1.0792829642456596e-05,1.1089870298766576e-05,1.1392299935321853e-05,1.1699911117037966e-05,1.2012518352874227e-05,1.2329954943508744e-05,1.2652070369307974e-05,1.297872811305591e-05,1.3309803834828631e-05,1.3645183833872276e-05,1.3984763745773391e-05,1.4328447433604245e-05
75,WASP-136b,8.697019772687766e-06,8.972613008078661e-06,9.256080504874042e-06,9.546932982961572e-06,9.844751823503814e-06,1.0149175890556637e-05,1.045989122853835e-05,1.0776622928523901e-05,1.1099128647916108e-05,1.1427193403268228e-05,1.176062535269551e-05,1.2099252354230573e-05,1.244291913761386e-05,1.279148496479272e-05,1.3144821682596218e-05,1.3502812092276217e-05,1.3865348576726647e-05,1.423233193853014e-05,1.4603670411502856e-05,1.4979278815803033e-05
76,HATS-4b,5.409567772462057e-05,5.554087368958824e-05,5.7041451475113545e-05,5.8593087814693633e-05,6.019212772333754e-05,6.183545529965164e-05,6.352039348528181e-05,6.524462549923832e-05,6.700613267840517e-05,6.880314486579453e-05,7.063410048874607e-05,7.249761418796056e-05,7.439245038037484e-05,7.631750152221421e-05,7.827177012285596e-05,8.025435377292405e-05,8.226443261075642e-05,8.43012587737436e-05,8.636414747497241e-05,8.845246941821342e-05
77,L98-59b,9.670999231672417e-06,9.709932921954808e-06,9.769062224588931e-06,9.845763445259938e-06,9.937889185145334e-06,1.0043665591128703e-05,1.0161614854903961e-05,1.0290496068813743e-05,1.042925959990128e-05,1.0577011537951615e-05,1.0732985734076306e-05,1.0896521617619598e-05,1.1067046454151235e-05,1.124406104747177e-05,1.1427128134909195e-05,1.1615862905474778e-05,1.180992520370062e-05,1.2009013081381816e-05,1.2212857434250621e-05,1.2421217517364457e-05
78,TOI-2076b,3.606599861920796e-06,3.6973720831787426e-06,3.7920006628617132e-06,3.890166381796942e-06,3.9916001952508115e-06,4.096073439236705e-06,4.203390248455348e-06,4.313381626019136e-06,4.425900760841027e-06,4.540819297371615e-06,4.658024339398321e-06,4.777416024830441e-06,4.89890554842335e-06,5.02241353872896e-06,5.147868717275767e-06,5.275206784208088e-06,5.404369486849757e-06,5.535303836958357e-06,5.667961449565249e-06,5.802297981799442e-06
79,HAT-P-69b,1.0679799796276337e-05,1.1067576988457976e-05,1.1464265136255144e-05,1.1869442998973904e-05,1.228274460619342e-05,1.2703849410711647e-05,1.3132474525429268e-05,1.3568368544294223e-05,1.401130658000542e-05,1.4461086245499885e-05,1.4917524374188818e-05,1.5380454323403726e-05,1.584972374196535e-05,1.632519270989519e-05,1.6806732178647e-05,1.729422265565042e-05,1.778755308873876e-05,1.8286619915095854e-05,1.8791326246391922e-05,1.9301581167268502e-05
80,EPIC211945201b,5.221318369551028e-06,5.3804775488182235e-06,5.544493415710334e-06,5.7130451038315e-06,5.885858974645759e-06,6.062699724271045e-06,6.2433634444623235e-06,6.4276721545633505e-06,6.615469452815745e-06,6.806617028126349e-06,7.000991839545788e-06,7.1984838184751365e-06,7.398993983492705e-06,7.6024328834196525e-06,7.808719303411234e-06,8.017779183268943e-06,8.229544708097918e-06,8.443953539786867e-06,8.660948164225655e-06,8.880475334169552e-06
81,K2-34b,2.1747984487699245e-05,2.2423138577068086e-05,2.3118263975503082e-05,2.3832077774019312e-05,2.456348427384975e-05,2.531153988862799e-05,2.6075425734452812e-05,2.6854426011884004e-05,2.7647910799072133e-05,2.845532223845534e-05,2.9276163358852072e-05,3.0109988962223602e-05,3.095639814135133e-05,3.181502809578845e-05,3.2685548988837215e-05,3.3567659645010976e-05,3.4461083930483495e-05,3.5365567691944476e-05,3.628087615466624e-05,3.720679170028911e-05
82,WASP-61b,2.8602093745346438e-05,2.950703571473986e-05,3.0437901449740737e-05,3.1393075967394026e-05,3.2371177708788635e-05,3.337101498756457e-05,3.4391551945188484e-05,3.54318816752049e-05,3.649120481225963e-05,3.75688123288663e-05,3.866407160252327e-05,3.977641504696691e-05,4.0905330770415895e-05,4.205035484856966e-05,4.321106489332702e-05,4.4387074668346884e-05,4.557802955586091e-05,4.678360271992557e-05,4.800349184277039e-05,4.923741633533799e-05
83,KELT-21b,1.93328474903638e-05,2.004771909916855e-05,2.077858500695731e-05,2.152472198836272e-05,2.228550002440517e-05,2.306036583357461e-05,2.384882987011175e-05,2.4650455961126213e-05,2.5464852973140964e-05,2.6291668054623227e-05,2.713058111353704e-05,2.7981300270982234e-05,2.884355809246112e-05,2.97171084433326e-05,3.060172384885675e-05,3.149719326488244e-05,3.2403320184850646e-05,3.331992102389378e-05,3.4246823732548986e-05,3.518386660177118e-05
84,HAT-P-16b,1.7758717984371045e-05,1.8312393203743505e-05,1.8882327871514023e-05,1.946748458289905e-05,2.006697699992219e-05,2.0680041559824096e-05,2.130601537576973e-05,2.1944318803712262e-05,2.2594441563708264e-05,2.3255931596258428e-05,2.3928386043017145e-05,2.461144389210547e-05,2.5304779938542285e-05,2.600809979173406e-05,2.6721135722685102e-05,2.744364318927084e-05,2.8175397912595547e-05,2.8916193403979452e-05,2.966583886257899e-05,3.0424157379524413e-05
85,WASP-174b,2.3653840074404296e-05,2.4419149772079705e-05,2.520557773242596e-05,2.6011857694207644e-05,2.6836904198963548e-05,2.7679779060914606e-05,2.8539665124926492e-05,2.9415845526646574e-05,3.0307687151436503e-05,3.121462732966431e-05,3.213616304989776e-05,3.307184214818472e-05,3.402125606092533e-05,3.4984033824472204e-05,3.5959837076019535e-05,3.694835586415156e-05,3.794930511832781e-05,3.896242165791108e-05,3.9987461645540624e-05,4.102419840845775e-05
86,WASP-130b,9.991562058097023e-06,1.0273000326511155e-05,1.0564278310438022e-05,1.0864672676950002e-05,1.1173569987324937e-05,1.1490445654022307e-05,1.1814847579539857e-05,1.2146383307139555e-05,1.248470983512608e-05,1.282952547214973e-05,1.3180563271552198e-05,1.353758569831372e-05,1.3900380266258781e-05,1.4268755945032232e-05,1.4642540182312238e-05,1.5021576421177763e-05,1.540572201861133e-05,1.5794846490989352e-05,1.6188830027689922e-05,1.658756222577295e-05
87,KOI-12b,8.700606462832554e-06,8.998053751032707e-06,9.30300300598188e-06,9.615049083526625e-06,9.93384269099281e-06,1.0259080203778065e-05,1.0590495669819119e-05,1.0927854470854426e-05,1.1270948251702954e-05,1.1619590829645093e-05,1.1973614868383173e-05,1.2332869153618722e-05,1.2697216345864926e-05,1.3066531114715785e-05,1.3440698580209254e-05,1.3819613003092525e-05,1.4203176678119725e-05,1.459129899396844e-05,1.4983895630681368e-05,1.5380887871238643e-05
88,WASP-37b,3.662101847066183e-05,3.7691252974752246e-05,3.8796596282095754e-05,3.9934586017642196e-05,4.110312879239723e-05,4.2300430069051354e-05,4.35249395453634e-05,4.477530819575064e-05,4.6050354168205195e-05,4.7349035476532956e-05,4.8670427956962036e-05,5.001370733947326e-05,5.1378134562140187e-05,5.2763043661462015e-05,5.416783172394501e-05,5.5591950498482897e-05,5.703489935565514e-05,5.849621934613761e-05,5.9975488161277156e-05,6.147231583828369e-05
89,HD191939c,2.178576247681409e-06,2.235948757443681e-06,2.2955751958960186e-06,2.35727696896769e-06,2.420903207128512e-06,2.4863253924785656e-06,2.5534331923403007e-06,2.622131195436113e-06,2.6923363308983474e-06,2.7639758092648743e-06,2.836985466387087e-06,2.9113084211646593e-06,2.986893979796218e-06,3.063696735214278e-06,3.1416758222185075e-06,3.2207942976837564e-06,3.3010186219104214e-06,3.382318222276781e-06,3.464665124260596e-06,3.5480336379166575e-06
90,WASP-83b,2.203795586618924e-05,2.2642496712928605e-05,2.326916589185308e-05,2.3916285372480623e-05,2.4582434363269358e-05,2.5266399810749518e-05,2.5967137953661187e-05,2.6683744160478273e-05,2.741542904297844e-05,2.816149937433552e-05,2.8921342720791237e-05,2.9694414969576212e-05,3.0480230134711597e-05,3.127835196852629e-05,3.208838701524876e-05,3.290997882432421e-05,3.374280310255616e-05,3.458656363098747e-05,3.544098880840102e-05,3.630582871113908e-05
91,WASP-46b,6.247156473525878e-05,6.422142603574979e-05,6.603306198754529e-05,6.790190070465267e-05,6.982406625699902e-05,7.179624526343928e-05,7.381558319065875e-05,7.587960292924543e-05,7.7986140262012e-05,8.013329227378964e-05,8.231937577142195e-05,8.454289351623511e-05,8.680250660507675e-05,8.909701172856384e-05,9.142532232676463e-05,9.378645288109605e-05,9.617950574653324e-05,9.860366005424701e-05,0.00010105816231165993,0.00010354231840187751
92,XO-4b,1.4583471353402738e-05,1.5055176775387013e-05,1.5539904890608226e-05,1.603687445427354e-05,1.654541578977251e-05,1.7064950096547316e-05,1.7594973255830777e-05,1.813504303203372e-05,1.868476886536816e-05,1.9243803661722926e-05,1.9811837136389286e-05,2.0388590377256114e-05,2.0973811372906152e-05,2.1567271310065877e-05,2.216876148894171e-05,2.2778090738183885e-05,2.3395083236465157e-05,2.4019576666995194e-05,2.465142064622433e-05,2.5290475379594894e-05
93,WASP-170b,3.9141147089839424e-05,4.023751115306706e-05,4.137257971686833e-05,4.2543488296211187e-05,4.3747808452657467e-05,4.498346420909162e-05,4.624866707648161e-05,4.754186503825375e-05,4.8861702118395256e-05,5.0206986057950556e-05,5.1576662263342665e-05,5.296979264954988e-05,5.4385538335627746e-05,5.582314539601422e-05,5.728193305374634e-05,5.8761283838652176e-05,6.026063533715839e-05,6.177947323931103e-05,6.331732544930248e-05,6.487375707276795e-05
94,HD191939b,3.864577620473057e-06,3.966350747529602e-06,4.072122119946178e-06,4.1815749296011375e-06,4.294441548950767e-06,4.410494000020742e-06,4.5295365636128395e-06,4.651399989608518e-06,4.775936918549324e-06,4.903018229167804e-06,5.032530100644967e-06,5.1643716315652295e-06,5.29845289616607e-06,5.434693346825158e-06,5.5730204927408405e-06,5.713368800482815e-06,5.855678773959256e-06,5.999896180379444e-06,6.14597139572278e-06,6.2938588485811355e-06
95,HD86226c,3.81222272690599e-06,3.9250179635575075e-06,4.04143551489541e-06,4.161225565507627e-06,4.284175548333259e-06,4.410103083374926e-06,4.538850475721194e-06,4.670280385693957e-06,4.804272389781617e-06,4.940720225475511e-06,5.079529566181189e-06,5.220616210634024e-06,5.363904599148552e-06,5.509326589588422e-06,5.6568204412434454e-06,5.806329966288686e-06,5.957803817205804e-06,6.111194885193835e-06,6.266459789714589e-06,6.423558443284592e-06
